0,-1.4,0.8,0,0
1,3.96,7.87,0,0
2,7.67,6.00,0,0.03
3,5.9,0.8,0,0
4,7.64,9.66,0,3.12
5,6.25,2.36,0,1.63
6,-1.32,10.2,0,-3.13
7,9.31,-2.8,0,-1.02
8,13,-2.9,0,0.22
9,9.58,13.3,0,1.5
10,15.1,2.77,0,-0.1
